benchmark_name,run_id,cell_index,try_number,category,elapsed_seconds
indian-startup-growth-analysis,1774805119-e668c92a,0,,original_execution,12.361405
indian-startup-growth-analysis,1774805119-e668c92a,0,0,agent_call,5.756815
indian-startup-growth-analysis,1774805119-e668c92a,1,,original_execution,15.030439
indian-startup-growth-analysis,1774805119-e668c92a,1,0,agent_call,4.298688
indian-startup-growth-analysis,1774805119-e668c92a,2,,original_execution,14.872227
indian-startup-growth-analysis,1774805119-e668c92a,2,0,agent_call,29.532792
indian-startup-growth-analysis,1774805119-e668c92a,2,1,agent_call,21.723049
indian-startup-growth-analysis,1774805119-e668c92a,2,2,agent_call,38.486914
indian-startup-growth-analysis,1774805119-e668c92a,2,3,agent_call,55.460978
indian-startup-growth-analysis,1774805119-e668c92a,2,4,agent_call,28.225821
indian-startup-growth-analysis,1774805119-e668c92a,3,,original_execution,15.159430
indian-startup-growth-analysis,1774805119-e668c92a,3,0,agent_call,17.088223
indian-startup-growth-analysis,1774805119-e668c92a,3,0,rewrite_execution,12.618034
indian-startup-growth-analysis,1774805119-e668c92a,3,0,cudf_profiling,8.019642
indian-startup-growth-analysis,1774805119-e668c92a,3,1,agent_call,14.727836
indian-startup-growth-analysis,1774805119-e668c92a,4,,original_execution,14.596694
indian-startup-growth-analysis,1774805119-e668c92a,4,0,agent_call,11.886962
indian-startup-growth-analysis,1774805119-e668c92a,4,0,rewrite_execution,12.750590
indian-startup-growth-analysis,1774805119-e668c92a,4,0,cudf_profiling,5.917811
indian-startup-growth-analysis,1774805119-e668c92a,4,1,agent_call,5.997717
indian-startup-growth-analysis,1774805119-e668c92a,5,,original_execution,15.202055
indian-startup-growth-analysis,1774805119-e668c92a,5,0,agent_call,5.395513
