benchmark_name,run_id,cell_index,try_number,category,prompt_tokens,response_tokens,total_tokens
indian-startup-growth-analysis,1774805119-e668c92a,0,0,manager_decision,556,57,613
indian-startup-growth-analysis,1774805119-e668c92a,0,0,new_code_call,650,195,845
indian-startup-growth-analysis,1774805119-e668c92a,1,0,manager_decision,496,29,525
indian-startup-growth-analysis,1774805119-e668c92a,1,0,new_code_call,590,415,1005
indian-startup-growth-analysis,1774805119-e668c92a,2,0,manager_decision,602,41,643
indian-startup-growth-analysis,1774805119-e668c92a,2,0,new_code_call,696,2151,2847
indian-startup-growth-analysis,1774805119-e668c92a,2,1,manager_decision,1717,40,1757
indian-startup-growth-analysis,1774805119-e668c92a,2,1,repair_call,1685,2150,3835
indian-startup-growth-analysis,1774805119-e668c92a,2,2,manager_decision,1704,61,1765
indian-startup-growth-analysis,1774805119-e668c92a,2,2,repair_call,1672,5144,6816
indian-startup-growth-analysis,1774805119-e668c92a,2,3,manager_decision,1720,60,1780
indian-startup-growth-analysis,1774805119-e668c92a,2,3,repair_call,1688,8519,10207
indian-startup-growth-analysis,1774805119-e668c92a,2,4,manager_decision,1430,52,1482
indian-startup-growth-analysis,1774805119-e668c92a,2,4,new_code_call,696,3589,4285
indian-startup-growth-analysis,1774805119-e668c92a,3,0,manager_decision,529,35,564
indian-startup-growth-analysis,1774805119-e668c92a,3,0,new_code_call,623,1874,2497
indian-startup-growth-analysis,1774805119-e668c92a,3,1,manager_decision,647,31,678
indian-startup-growth-analysis,1774805119-e668c92a,3,1,optimizer_call,591,760,1351
indian-startup-growth-analysis,1774805119-e668c92a,4,0,manager_decision,518,38,556
indian-startup-growth-analysis,1774805119-e668c92a,4,0,new_code_call,612,913,1525
indian-startup-growth-analysis,1774805119-e668c92a,4,1,manager_decision,651,54,705
indian-startup-growth-analysis,1774805119-e668c92a,4,1,optimizer_call,606,487,1093
indian-startup-growth-analysis,1774805119-e668c92a,5,0,manager_decision,496,53,549
indian-startup-growth-analysis,1774805119-e668c92a,5,0,new_code_call,590,585,1175
