benchmark_name,run_id,cell_index,try_number,category,elapsed_seconds
comprehensive-data-exploration-with-python,1774801934-d1708826,0,,original_execution,8.424572
comprehensive-data-exploration-with-python,1774801934-d1708826,0,0,agent_call,15.304634
comprehensive-data-exploration-with-python,1774801934-d1708826,0,1,agent_call,30.928157
comprehensive-data-exploration-with-python,1774801934-d1708826,0,1,rewrite_execution,8.683043
comprehensive-data-exploration-with-python,1774801934-d1708826,0,1,cudf_profiling,5.946016
comprehensive-data-exploration-with-python,1774801934-d1708826,0,2,agent_call,11.861603
comprehensive-data-exploration-with-python,1774801934-d1708826,1,,original_execution,8.573430
comprehensive-data-exploration-with-python,1774801934-d1708826,1,0,agent_call,0.871501
comprehensive-data-exploration-with-python,1774801934-d1708826,2,,original_execution,8.715137
comprehensive-data-exploration-with-python,1774801934-d1708826,2,0,agent_call,7.548777
comprehensive-data-exploration-with-python,1774801934-d1708826,3,,original_execution,8.807664
comprehensive-data-exploration-with-python,1774801934-d1708826,3,0,agent_call,8.618931
comprehensive-data-exploration-with-python,1774801934-d1708826,4,,original_execution,8.563046
comprehensive-data-exploration-with-python,1774801934-d1708826,4,0,agent_call,9.199034
comprehensive-data-exploration-with-python,1774801934-d1708826,4,0,rewrite_execution,8.410691
comprehensive-data-exploration-with-python,1774801934-d1708826,4,0,cudf_profiling,5.772981
comprehensive-data-exploration-with-python,1774801934-d1708826,4,1,agent_call,6.309973
comprehensive-data-exploration-with-python,1774801934-d1708826,5,,original_execution,9.085225
comprehensive-data-exploration-with-python,1774801934-d1708826,5,0,agent_call,7.166874
comprehensive-data-exploration-with-python,1774801934-d1708826,5,0,rewrite_execution,8.349976
comprehensive-data-exploration-with-python,1774801934-d1708826,5,0,cudf_profiling,5.632776
comprehensive-data-exploration-with-python,1774801934-d1708826,5,1,agent_call,1.131794
comprehensive-data-exploration-with-python,1774801934-d1708826,6,,original_execution,8.928035
comprehensive-data-exploration-with-python,1774801934-d1708826,6,0,agent_call,4.860204
comprehensive-data-exploration-with-python,1774801934-d1708826,6,0,rewrite_execution,8.592223
comprehensive-data-exploration-with-python,1774801934-d1708826,6,0,cudf_profiling,5.725342
comprehensive-data-exploration-with-python,1774801934-d1708826,6,1,agent_call,1.739875
comprehensive-data-exploration-with-python,1774801934-d1708826,7,,original_execution,8.710315
comprehensive-data-exploration-with-python,1774801934-d1708826,7,0,agent_call,9.453754
comprehensive-data-exploration-with-python,1774801934-d1708826,7,0,rewrite_execution,8.509251
comprehensive-data-exploration-with-python,1774801934-d1708826,7,0,cudf_profiling,5.893944
comprehensive-data-exploration-with-python,1774801934-d1708826,7,1,agent_call,4.212436
comprehensive-data-exploration-with-python,1774801934-d1708826,8,,original_execution,9.877825
comprehensive-data-exploration-with-python,1774801934-d1708826,8,0,agent_call,12.230119
comprehensive-data-exploration-with-python,1774801934-d1708826,8,1,agent_call,13.039122
comprehensive-data-exploration-with-python,1774801934-d1708826,8,1,rewrite_execution,10.151278
comprehensive-data-exploration-with-python,1774801934-d1708826,8,1,cudf_profiling,6.023018
comprehensive-data-exploration-with-python,1774801934-d1708826,8,2,agent_call,8.736071
comprehensive-data-exploration-with-python,1774801934-d1708826,8,3,agent_call,11.294966
comprehensive-data-exploration-with-python,1774801934-d1708826,8,3,rewrite_execution,8.990417
comprehensive-data-exploration-with-python,1774801934-d1708826,8,3,cudf_profiling,6.066817
comprehensive-data-exploration-with-python,1774801934-d1708826,8,4,agent_call,1.149021
comprehensive-data-exploration-with-python,1774801934-d1708826,9,,original_execution,10.282240
comprehensive-data-exploration-with-python,1774801934-d1708826,9,0,agent_call,15.667345
comprehensive-data-exploration-with-python,1774801934-d1708826,9,0,rewrite_execution,9.926800
comprehensive-data-exploration-with-python,1774801934-d1708826,9,0,cudf_profiling,6.480712
comprehensive-data-exploration-with-python,1774801934-d1708826,9,1,agent_call,29.381312
comprehensive-data-exploration-with-python,1774801934-d1708826,9,2,agent_call,19.269528
comprehensive-data-exploration-with-python,1774801934-d1708826,9,2,rewrite_execution,9.949620
comprehensive-data-exploration-with-python,1774801934-d1708826,9,2,cudf_profiling,6.168260
comprehensive-data-exploration-with-python,1774801934-d1708826,9,3,agent_call,14.965166
comprehensive-data-exploration-with-python,1774801934-d1708826,9,4,agent_call,7.391814
comprehensive-data-exploration-with-python,1774801934-d1708826,9,4,rewrite_execution,10.015794
comprehensive-data-exploration-with-python,1774801934-d1708826,9,4,cudf_profiling,6.058506
comprehensive-data-exploration-with-python,1774801934-d1708826,10,,original_execution,10.209174
comprehensive-data-exploration-with-python,1774801934-d1708826,10,0,agent_call,12.776005
comprehensive-data-exploration-with-python,1774801934-d1708826,10,1,agent_call,32.133069
comprehensive-data-exploration-with-python,1774801934-d1708826,10,2,agent_call,14.698936
comprehensive-data-exploration-with-python,1774801934-d1708826,10,3,agent_call,62.855761
comprehensive-data-exploration-with-python,1774801934-d1708826,10,4,agent_call,22.911886
comprehensive-data-exploration-with-python,1774801934-d1708826,11,,original_execution,10.030867
comprehensive-data-exploration-with-python,1774801934-d1708826,11,0,agent_call,14.035174
comprehensive-data-exploration-with-python,1774801934-d1708826,11,1,agent_call,46.725242
comprehensive-data-exploration-with-python,1774801934-d1708826,11,1,rewrite_execution,9.598999
comprehensive-data-exploration-with-python,1774801934-d1708826,11,1,cudf_profiling,5.743002
comprehensive-data-exploration-with-python,1774801934-d1708826,11,2,agent_call,28.880526
comprehensive-data-exploration-with-python,1774801934-d1708826,12,,original_execution,10.357728
comprehensive-data-exploration-with-python,1774801934-d1708826,12,0,agent_call,12.885255
comprehensive-data-exploration-with-python,1774801934-d1708826,12,0,rewrite_execution,12.022195
comprehensive-data-exploration-with-python,1774801934-d1708826,12,0,cudf_profiling,8.020488
comprehensive-data-exploration-with-python,1774801934-d1708826,12,1,agent_call,9.662722
comprehensive-data-exploration-with-python,1774801934-d1708826,12,1,rewrite_execution,9.438884
comprehensive-data-exploration-with-python,1774801934-d1708826,12,1,cudf_profiling,5.834086
