benchmark_name,run_id,cell_index,try_number,category,elapsed_seconds
beautiful-kaggle-2022-analysis,1774764243-088ef06a,0,,original_execution,20.569311
beautiful-kaggle-2022-analysis,1774764243-088ef06a,0,0,agent_call,6.723537
beautiful-kaggle-2022-analysis,1774764243-088ef06a,1,,original_execution,26.856391
beautiful-kaggle-2022-analysis,1774764243-088ef06a,1,0,agent_call,3.944275
beautiful-kaggle-2022-analysis,1774764243-088ef06a,2,,original_execution,32.147967
beautiful-kaggle-2022-analysis,1774764243-088ef06a,2,0,agent_call,7.369253
beautiful-kaggle-2022-analysis,1774764243-088ef06a,3,,original_execution,33.059500
beautiful-kaggle-2022-analysis,1774764243-088ef06a,3,0,agent_call,5.834444
beautiful-kaggle-2022-analysis,1774764243-088ef06a,3,0,rewrite_execution,34.258047
beautiful-kaggle-2022-analysis,1774764243-088ef06a,3,0,cudf_profiling,6.401154
beautiful-kaggle-2022-analysis,1774764243-088ef06a,3,1,agent_call,0.828414
beautiful-kaggle-2022-analysis,1774764243-088ef06a,4,,original_execution,26.042414
beautiful-kaggle-2022-analysis,1774764243-088ef06a,4,0,agent_call,22.648487
beautiful-kaggle-2022-analysis,1774764243-088ef06a,4,0,rewrite_execution,20.941070
beautiful-kaggle-2022-analysis,1774764243-088ef06a,4,0,cudf_profiling,6.766680
beautiful-kaggle-2022-analysis,1774764243-088ef06a,4,1,agent_call,24.056947
beautiful-kaggle-2022-analysis,1774764243-088ef06a,4,1,rewrite_execution,21.072095
beautiful-kaggle-2022-analysis,1774764243-088ef06a,4,1,cudf_profiling,7.264930
beautiful-kaggle-2022-analysis,1774764243-088ef06a,4,2,agent_call,11.191813
beautiful-kaggle-2022-analysis,1774764243-088ef06a,5,,original_execution,27.019199
beautiful-kaggle-2022-analysis,1774764243-088ef06a,5,0,agent_call,15.794129
beautiful-kaggle-2022-analysis,1774764243-088ef06a,5,0,rewrite_execution,20.344547
beautiful-kaggle-2022-analysis,1774764243-088ef06a,5,0,cudf_profiling,6.453806
